personid,RelativeID,KindredID,MaID,PaID,sex,deceased,suicide,bdate,ddate,gen,Age
7952,7952,27251,0,0,M,Y,N,1873.0,1939.0,4,66.0
7953,7953,27251,37013,37012,F,Y,N,1872.0,1916.0,4,44.0
14670,14670,27251,0,0,F,Y,N,1802.0,1891.0,1,89.0
14671,14671,27251,0,0,M,Y,N,1804.0,1870.0,1,66.0
15972,15972,27251,0,0,F,Y,N,1865.0,1939.0,3,74.0
15973,15973,27251,35565,35566,M,Y,N,1855.0,1944.0,3,89.0
26165,26165,27251,0,0,M,Y,N,1883.0,1940.0,4,57.0
26166,26166,27251,15972,15973,F,Y,N,1888.0,1957.0,4,69.0
32456,32456,27251,0,0,F,Y,N,1877.0,1963.0,3,86.0
32457,32457,27251,35565,35566,M,Y,N,1870.0,1928.0,3,58.0
34743,34743,27251,0,0,M,Y,N,1879.0,1954.0,3,75.0
35567,35567,27251,0,0,M,Y,N,1860.0,1946.0,3,86.0
35564,35564,27251,35565,35566,F,Y,N,1867.0,1922.0,3,55.0
35565,35565,27251,14670,14671,F,Y,N,1836.0,1925.0,2,89.0
35566,35566,27251,0,0,M,Y,N,1831.0,1901.0,2,70.0
35574,35574,27251,35564,35567,F,Y,N,1901.0,1951.0,4,50.0
35575,35575,27251,0,0,M,Y,N,1893.0,1961.0,4,68.0
35583,35583,27251,35564,35567,F,Y,N,1913.0,1960.0,4,47.0
35584,35584,27251,0,0,M,Y,N,1904.0,1993.0,4,89.0
37012,37012,27251,0,0,M,Y,N,1845.0,1918.0,3,73.0
37013,37013,27251,37014,37015,F,Y,N,1851.0,1924.0,3,73.0
37014,37014,27251,14670,14671,F,Y,N,1838.0,1908.0,2,70.0
37015,37015,27251,0,0,M,Y,N,1827.0,1910.0,2,83.0
37016,37016,27251,37013,37012,M,Y,N,1875.0,1940.0,4,65.0
37017,37017,27251,0,0,F,Y,N,1868.0,1957.0,4,89.0
47481,47481,27251,0,0,M,Y,N,1877.0,1966.0,4,89.0
47703,47703,27251,0,0,M,Y,N,1870.0,1959.0,3,89.0
47704,47704,27251,35565,35566,F,Y,N,1875.0,1951.0,3,76.0
48961,48961,27251,0,0,F,Y,N,1894.0,1978.0,4,84.0
48962,48962,27251,40621,40622,M,Y,N,1886.0,1968.0,4,82.0
56797,56797,27251,0,0,M,Y,N,1850.0,1915.0,3,65.0
56798,56798,27251,56799,56800,F,Y,N,1850.0,1933.0,3,83.0
56799,56799,27251,14670,14671,F,Y,N,1836.0,1880.0,2,44.0
56800,56800,27251,0,0,M,Y,N,1819.0,1904.0,2,85.0
56810,56810,27251,56798,56797,F,Y,N,1885.0,1928.0,4,43.0
56811,56811,27251,0,0,M,Y,N,1877.0,1966.0,4,89.0
58989,58989,27251,0,0,M,Y,N,1869.0,1920.0,3,51.0
58990,58990,27251,37014,37015,F,Y,N,1869.0,1950.0,3,81.0
59064,59064,27251,15972,15973,F,Y,N,1882.0,1950.0,4,68.0
63213,63213,27251,0,0,M,Y,N,1905.0,1982.0,4,77.0
63218,63218,27251,47863,34743,F,Y,N,1905.0,1982.0,4,77.0
1697,1697,27251,0,0,M,Y,N,1921.0,2010.0,5,89.0
1698,1698,27251,35574,35575,F,Y,N,1919.0,2008.0,5,89.0
16829,16829,27251,5857,5858,F,Y,N,1920.0,2009.0,6,89.0
38646,38646,27251,58990,58989,F,Y,N,1894.0,1960.0,4,66.0
38647,38647,27251,0,0,M,Y,N,1894.0,1965.0,4,71.0
38689,38689,27251,35565,35566,M,Y,N,1868.0,1939.0,3,71.0
38690,38690,27251,0,0,F,Y,N,1873.0,1954.0,3,81.0
38697,38697,27251,38690,38689,M,Y,N,1905.0,1979.0,4,74.0
38698,38698,27251,0,0,F,Y,N,1905.0,1959.0,4,54.0
41068,41068,27251,37014,37015,F,Y,N,1865.0,1896.0,3,31.0
41069,41069,27251,0,0,M,Y,N,1863.0,1949.0,3,86.0
42192,42192,27251,5857,5858,M,Y,N,1915.0,2004.0,6,89.0
43885,43885,27251,0,0,F,Y,N,1912.0,1986.0,5,74.0
55595,55595,27251,0,0,F,Y,N,1848.0,1877.0,2,29.0
55596,55596,27251,14670,14671,M,Y,N,1839.0,1879.0,2,40.0
55597,55597,27251,55595,55596,M,Y,N,1869.0,1944.0,3,75.0
55598,55598,27251,0,0,F,Y,N,1872.0,1935.0,3,63.0
55601,55601,27251,55598,55597,M,Y,N,1898.0,1977.0,4,79.0
55602,55602,27251,0,0,F,Y,N,1903.0,1989.0,4,86.0
64462,64462,27251,0,0,F,Y,N,1905.0,1973.0,5,68.0
64463,64463,27251,7953,7952,M,Y,N,1899.0,1979.0,5,80.0
20201,20201,27251,14670,14671,F,Y,N,1842.0,1896.0,2,54.0
20202,20202,27251,0,0,M,Y,N,1848.0,1926.0,2,78.0
20538,20538,27251,0,0,F,Y,N,1908.0,1997.0,5,89.0
20539,20539,27251,37017,37016,M,Y,N,1905.0,1971.0,5,66.0
25584,25584,27251,37014,37015,F,Y,N,1859.0,1921.0,3,62.0
25585,25585,27251,0,0,M,Y,N,1855.0,1937.0,3,82.0
31669,31669,27251,0,0,M,N,N,1920.0,,5,96.0
31670,31670,27251,62513,57616,F,Y,N,1931.0,2010.0,5,79.0
40621,40621,27251,0,0,F,Y,N,1869.0,1950.0,3,81.0
40622,40622,27251,35565,35566,M,Y,N,1864.0,1929.0,3,65.0
49265,49265,27251,0,0,M,Y,N,1913.0,1996.0,6,83.0
49266,49266,27251,5857,5858,F,Y,N,1911.0,1997.0,6,86.0
9542,9542,27251,0,0,F,Y,N,1931.0,2010.0,5,79.0
9543,9543,27251,28702,28701,M,Y,N,1921.0,2008.0,5,87.0
10403,10403,27251,26166,26165,M,Y,N,1918.0,2007.0,5,89.0
20126,20126,27251,1698,1697,F,N,N,1953.0,,6,63.0
20127,20127,27251,0,0,M,N,N,,,6,
20657,20657,27251,46569,46570,M,N,N,1949.0,,6,67.0
28355,28355,27251,46569,46570,F,Y,N,1939.0,2007.0,6,68.0
32117,32117,27251,0,0,M,Y,N,1905.0,1975.0,5,70.0
32118,32118,27251,56810,56811,F,Y,N,1911.0,2000.0,5,89.0
32122,32122,27251,32118,32117,M,N,N,1931.0,,6,85.0
32123,32123,27251,0,0,F,N,N,1941.0,,6,75.0
33960,33960,27251,63214,63215,F,Y,N,1893.0,1982.0,5,89.0
33961,33961,27251,0,0,M,Y,N,1891.0,1967.0,5,76.0
35645,35645,27251,0,0,M,Y,N,1900.0,1958.0,5,58.0
35646,35646,27251,26166,26165,F,Y,N,1902.0,1991.0,5,89.0
35661,35661,27251,35646,35645,F,N,N,1941.0,,6,75.0
35662,35662,27251,0,0,M,Y,N,1937.0,2016.0,6,79.0
39751,39751,27251,0,0,F,N,N,1952.0,,5,64.0
47863,47863,27251,35565,35566,F,Y,N,1878.0,1919.0,3,41.0
2908,2908,27251,0,0,M,N,N,1940.0,,6,76.0
2909,2909,27251,43885,13800,F,Y,N,1938.0,1992.0,6,54.0
5857,5857,27251,37017,37016,F,Y,N,1898.0,1982.0,5,84.0
5858,5858,27251,0,0,M,Y,N,1890.0,1961.0,5,71.0
5859,5859,27251,49266,49265,F,N,N,1933.0,,7,83.0
5860,5860,27251,0,0,M,N,N,1938.0,,7,78.0
12977,12977,27251,0,0,F,Y,N,1851.0,1920.0,3,69.0
12978,12978,27251,56799,56800,M,Y,N,1858.0,1935.0,3,77.0
57616,57616,27251,0,0,M,Y,N,1882.0,1954.0,4,72.0
61446,61446,27251,20201,20202,F,Y,N,1880.0,1944.0,3,64.0
61447,61447,27251,0,0,M,Y,N,1871.0,1948.0,3,77.0
62513,62513,27251,41068,41069,F,Y,N,1889.0,1927.0,4,38.0
63214,63214,27251,25584,25585,F,Y,N,1874.0,1945.0,4,71.0
63215,63215,27251,0,0,M,Y,N,1875.0,1964.0,4,89.0
65736,65736,27251,26166,26165,F,Y,N,1909.0,1964.0,5,55.0
65737,65737,27251,26166,26165,M,Y,N,1904.0,1990.0,5,86.0
65738,65738,27251,26166,26165,M,Y,N,1913.0,1970.0,5,57.0
65739,65739,27251,26166,26165,M,Y,Y,1916.0,1988.0,5,72.0
65740,65740,27251,0,0,F,Y,N,1914.0,1989.0,5,75.0
65741,65741,27251,26166,26165,F,Y,N,1915.0,2004.0,5,89.0
65742,65742,27251,26166,26165,M,Y,N,1925.0,2010.0,5,85.0
65744,65744,27251,26166,26165,M,Y,N,1926.0,1991.0,5,65.0
13800,13800,27251,59064,47481,M,Y,N,1913.0,1973.0,5,60.0
17418,17418,27251,61446,61447,F,Y,N,1908.0,1995.0,4,87.0
17420,17420,27251,61446,61447,F,N,N,1919.0,,4,97.0
17421,17421,27251,0,0,M,Y,N,1913.0,1977.0,4,64.0
29952,29952,27251,64462,64463,F,Y,N,1923.0,2005.0,6,82.0
29955,29955,27251,64462,64463,M,N,N,1934.0,,6,82.0
29956,29956,27251,0,0,F,N,N,1938.0,,6,78.0
34955,34955,27251,38646,38647,M,Y,N,1920.0,2009.0,5,89.0
34956,34956,27251,0,0,F,N,N,1927.0,,5,89.0
36244,36244,27251,5857,5858,F,Y,N,1912.0,1982.0,6,70.0
36251,36251,27251,5857,5858,F,Y,N,1929.0,2000.0,6,71.0
36252,36252,27251,0,0,M,Y,N,1930.0,2016.0,6,86.0
36257,36257,27251,5857,5858,F,Y,Y,1926.0,1948.0,6,22.0
36714,36714,27251,46569,46570,F,N,N,1940.0,,6,76.0
38467,38467,27251,4288,4287,F,N,N,1937.0,,6,79.0
53418,53418,27251,0,0,M,Y,N,1849.0,1915.0,3,66.0
54022,54022,27251,35565,35566,M,Y,N,1882.0,1940.0,3,58.0
54023,54023,27251,0,0,F,Y,N,1875.0,1930.0,3,55.0
64364,64364,27251,0,0,M,Y,N,1887.0,1959.0,4,72.0
5787,5787,27251,56799,56800,F,Y,N,1863.0,1947.0,3,84.0
5790,5790,27251,5787,53418,F,Y,N,1899.0,1951.0,4,52.0
5791,5791,27251,0,0,M,Y,N,1896.0,1972.0,4,76.0
28701,28701,27251,47704,47703,M,Y,N,1897.0,1980.0,4,83.0
28702,28702,27251,0,0,F,Y,N,1897.0,1929.0,4,32.0
32908,32908,27251,0,0,M,Y,N,1910.0,1968.0,5,58.0
32909,32909,27251,35574,35575,F,N,N,1915.0,,5,101.0
33084,33084,27251,0,0,M,Y,N,1913.0,1953.0,4,40.0
46569,46569,27251,0,0,F,Y,N,1926.0,2006.0,5,80.0
46570,46570,27251,39015,39013,M,Y,N,1923.0,2001.0,5,78.0
58026,58026,27251,33960,33961,M,Y,N,1925.0,1968.0,6,43.0
58027,58027,27251,0,0,F,Y,N,1934.0,2017.0,6,83.0
23294,23294,27251,47863,34743,M,Y,N,1914.0,1985.0,4,71.0
23295,23295,27251,0,0,F,Y,N,1917.0,2002.0,4,85.0
24636,24636,27251,12977,12978,M,Y,N,1886.0,1961.0,4,75.0
24637,24637,27251,0,0,F,N,N,1884.0,,4,
39013,39013,27251,40621,40622,M,Y,N,1902.0,1965.0,4,63.0
39015,39015,27251,0,0,F,Y,N,1894.0,1981.0,4,87.0
39021,39021,27251,32456,32457,M,Y,N,1898.0,1949.0,4,51.0
39022,39022,27251,0,0,F,Y,N,1898.0,1958.0,4,60.0
41000,41000,27251,63214,63215,F,Y,N,1904.0,1925.0,5,21.0
41004,41004,27251,0,0,M,Y,N,1895.0,1966.0,5,71.0
62743,62743,27251,0,0,F,Y,N,1925.0,2008.0,5,83.0
62744,62744,27251,5790,5791,M,Y,N,1929.0,2006.0,5,77.0
3405,3405,27251,41000,41004,M,N,N,1919.0,,6,97.0
3406,3406,27251,0,0,F,Y,N,1932.0,2010.0,6,78.0
4139,4139,27251,39022,39021,M,Y,N,1914.0,1998.0,5,84.0
4140,4140,27251,0,0,F,Y,N,1919.0,2004.0,5,85.0
4287,4287,27251,48961,48962,M,Y,N,1917.0,1979.0,5,62.0
4288,4288,27251,0,0,F,Y,N,1916.0,2005.0,5,89.0
4302,4302,27251,38698,38697,F,Y,N,1923.0,2012.0,5,89.0
4303,4303,27251,0,0,M,N,N,1933.0,,5,83.0
4304,4304,27251,38698,38697,F,N,N,1928.0,,5,88.0
4305,4305,27251,0,0,M,Y,N,1934.0,2003.0,5,69.0
5277,5277,27251,35574,35575,M,Y,N,1919.0,1978.0,5,59.0
5278,5278,27251,0,0,F,Y,N,1925.0,2007.0,5,82.0
5287,5287,27251,35574,35575,F,N,N,1932.0,,5,84.0
5288,5288,27251,0,0,M,Y,N,1918.0,2007.0,5,89.0
25529,25529,27251,55602,55601,F,Y,N,1923.0,1989.0,5,66.0
25531,25531,27251,0,0,M,N,N,1911.0,,5,105.0
35965,35965,27251,56810,56811,M,Y,N,1914.0,1950.0,5,36.0
35966,35966,27251,0,0,F,N,N,1916.0,,5,100.0
56402,56402,27251,20538,20539,M,N,N,1953.0,,6,63.0
18799,18799,27251,4288,4287,M,N,N,1933.0,,6,83.0
18801,18801,27251,4288,4287,M,Y,Y,1939.0,1987.0,6,48.0
18802,18802,27251,0,0,F,N,N,1942.0,,6,74.0
18814,18814,27251,4288,4287,M,N,N,1944.0,,6,72.0
18813,18813,27251,4288,4287,M,N,N,1955.0,,6,61.0
18833,18833,27251,46569,46570,F,Y,Y,1937.0,2005.0,6,68.0
18834,18834,27251,35583,35584,M,N,N,1941.0,,6,75.0
22350,22350,27251,0,0,F,N,N,1936.0,,6,80.0
22352,22352,27251,25529,25531,M,Y,N,1932.0,2008.0,6,76.0
24406,24406,27251,5278,5277,F,N,N,1951.0,,6,65.0
49072,49072,27251,0,0,M,N,N,1947.0,,6,69.0
49073,49073,27251,34956,34955,F,N,N,1947.0,,6,69.0
60738,60738,27251,0,0,F,N,N,1957.0,,7,59.0
2224,2224,27251,0,0,M,Y,N,1929.0,2013.0,5,84.0
2225,2225,27251,24637,24636,F,Y,N,1924.0,2006.0,5,82.0
2235,2235,27251,2225,2224,F,N,N,1956.0,,6,60.0
2237,2237,27251,2225,2224,F,N,N,1958.0,,6,58.0
2238,2238,27251,2225,2224,M,N,N,1962.0,,6,54.0
2239,2239,27251,2225,2224,F,N,N,1958.0,,6,58.0
2240,2240,27251,2225,2224,M,Y,Y,1967.0,2011.0,6,44.0
2241,2241,27251,2225,2224,F,Y,N,1965.0,1966.0,6,1.0
2242,2242,27251,2225,2224,M,N,N,1965.0,,6,51.0
24348,24348,27251,31670,31669,F,N,N,1952.0,,6,64.0
24353,24353,27251,31670,31669,F,Y,Y,1955.0,1997.0,6,42.0
24354,24354,27251,31670,31669,F,N,N,1950.0,,6,66.0
24355,24355,27251,31670,31669,M,N,N,1962.0,,6,54.0
24356,24356,27251,31670,31669,F,N,N,1966.0,,6,50.0
31262,31262,27251,0,0,M,N,N,1956.0,,7,60.0
48454,48454,27251,0,0,F,N,N,1967.0,,6,49.0
64115,64115,27251,65740,65739,M,N,N,1952.0,,6,64.0
2682,2682,27251,5287,5288,F,N,N,1947.0,,6,69.0
6456,6456,27251,39751,6457,M,N,N,1979.0,,6,37.0
6457,6457,27251,17418,64364,M,Y,Y,1951.0,1990.0,5,39.0
17540,17540,27251,17543,17544,M,N,N,1981.0,,7,35.0
17543,17543,27251,0,0,F,Y,N,1957.0,2014.0,6,57.0
17544,17544,27251,4304,4305,M,N,N,1956.0,,6,60.0
25167,25167,27251,32909,32908,M,N,N,1946.0,,6,70.0
26663,26663,27251,26664,26665,M,Y,Y,1975.0,2010.0,8,35.0
26664,26664,27251,3406,3405,F,N,N,1945.0,,7,71.0
26665,26665,27251,0,0,M,N,N,1943.0,,7,73.0
28594,28594,27251,9542,9543,F,N,N,1961.0,,6,55.0
33796,33796,27251,0,0,F,N,N,1944.0,,7,72.0
33797,33797,27251,36251,36252,M,N,N,1945.0,,7,71.0
40963,40963,27251,22350,22352,F,N,N,1954.0,,7,62.0
44957,44957,27251,22350,22352,M,N,N,1955.0,,7,61.0
62796,62796,27251,65740,65739,M,N,N,1938.0,,6,78.0
20347,20347,27251,32909,32908,M,Y,N,1956.0,2018.0,6,62.0
32163,32163,27251,32164,56402,M,N,N,1983.0,,7,33.0
32164,32164,27251,0,0,F,N,N,1951.0,,6,65.0
34718,34718,27251,32909,32908,F,N,N,1946.0,,6,70.0
37881,37881,27251,35820,21285,F,N,N,1961.0,,7,55.0
50966,50966,27251,50967,50968,F,N,N,1983.0,,8,33.0
50967,50967,27251,0,0,F,N,N,1959.0,,7,57.0
50968,50968,27251,22350,22352,M,Y,Y,1957.0,1991.0,7,34.0
56540,56540,27251,49073,49072,F,N,N,1982.0,,7,34.0
68060,68060,27251,39751,6457,F,N,N,1979.0,,6,37.0
5197,5197,27251,5287,5288,M,N,N,1956.0,,6,60.0
8111,8111,27251,5287,5288,M,N,N,1956.0,,6,60.0
10289,10289,27251,0,0,F,N,N,1948.0,,6,68.0
10290,10290,27251,62743,62744,M,N,N,1947.0,,6,69.0
13406,13406,27251,19420,4544,F,N,N,1964.0,,6,52.0
13547,13547,27251,13548,13549,F,N,N,1978.0,,7,38.0
13548,13548,27251,0,0,F,N,N,1948.0,,6,68.0
13549,13549,27251,32909,32908,M,Y,Y,1946.0,2005.0,6,59.0
13560,13560,27251,23766,23767,M,N,N,1956.0,,6,60.0
13581,13581,27251,60738,13582,M,N,N,1978.0,,8,38.0
13582,13582,27251,35661,35662,M,N,N,1960.0,,7,56.0
18252,18252,27251,18253,18254,M,N,N,1984.0,,7,32.0
18253,18253,27251,0,0,F,N,N,1955.0,,6,61.0
18254,18254,27251,4302,4303,M,N,N,1958.0,,6,58.0
23026,23026,27251,23027,23028,F,N,N,1976.0,,8,40.0
23027,23027,27251,29952,0,F,N,N,1951.0,,7,65.0
23028,23028,27251,0,0,M,N,N,1950.0,,7,66.0
42880,42880,27251,19420,4544,M,N,N,1945.0,,6,71.0
43043,43043,27251,23766,23767,F,N,N,1956.0,,6,60.0
52509,52509,27251,17543,17544,M,N,N,1977.0,,7,39.0
67296,67296,27251,49073,49072,F,N,N,1984.0,,7,32.0
1517,1517,27251,1518,1519,M,N,N,1979.0,,7,37.0
1518,1518,27251,0,0,F,N,N,1957.0,,6,59.0
1519,1519,27251,5287,5288,M,Y,Y,1963.0,1996.0,6,33.0
6920,6920,27251,4140,4139,M,N,N,1956.0,,6,60.0
11872,11872,27251,32123,32122,M,N,N,1954.0,,7,62.0
13133,13133,27251,13134,31262,F,Y,Y,1986.0,1999.0,8,13.0
13134,13134,27251,58027,58026,F,N,N,1952.0,,7,64.0
33518,33518,27251,23766,23767,M,N,N,1964.0,,6,52.0
39401,39401,27251,10289,10290,F,N,N,1984.0,,7,32.0
44521,44521,27251,9542,9543,F,N,N,1958.0,,6,58.0
6159,6159,27251,18253,18254,M,N,N,1984.0,,7,32.0
22245,22245,27251,0,0,F,N,N,1962.0,,7,54.0
25232,25232,27251,0,0,F,N,N,1948.0,,6,68.0
25233,25233,27251,61030,61031,M,Y,Y,1963.0,1994.0,6,31.0
25311,25311,27251,25312,25316,M,N,N,1986.0,,8,30.0
25312,25312,27251,0,0,F,Y,N,1960.0,2011.0,7,51.0
25316,25316,27251,35820,21285,M,Y,Y,1963.0,2000.0,7,37.0
25857,25857,27251,50967,50968,M,N,N,1978.0,,8,38.0
36629,36629,27251,10289,10290,F,Y,Y,1988.0,2008.0,7,20.0
38682,38682,27251,39751,6457,F,N,N,1980.0,,6,36.0
38948,38948,27251,17543,17544,F,Y,Y,1987.0,2010.0,7,23.0
67284,67284,27251,13548,13549,M,N,N,1981.0,,7,35.0
99,99,27251,0,0,F,N,N,1979.0,,8,37.0
11014,11014,27251,13134,31262,M,N,N,1987.0,,8,29.0
15910,15910,27251,18833,18834,F,N,N,1965.0,,7,51.0
29725,29725,27251,29726,29729,F,N,N,1985.0,,7,31.0
29726,29726,27251,0,0,F,N,N,1962.0,,6,54.0
29729,29729,27251,9563,9562,M,N,N,1958.0,,6,58.0
36814,36814,27251,5287,5288,M,N,N,1951.0,,6,65.0
56933,56933,27251,0,0,M,Y,N,1961.0,2000.0,7,39.0
58955,58955,27251,60738,13582,M,N,N,1981.0,,8,35.0
67449,67449,27251,0,0,M,N,N,1942.0,,7,74.0
19847,19847,27251,29726,29729,F,N,N,1986.0,,7,30.0
38001,38001,27251,48454,2240,F,N,N,1986.0,,7,30.0
48533,48533,27251,18253,18254,M,Y,Y,1987.0,2011.0,7,24.0
26090,26090,27251,58027,58026,M,Y,Y,1964.0,1992.0,7,28.0
52797,52797,27251,10289,10290,F,N,N,1984.0,,7,32.0
61030,61030,27251,0,0,F,Y,N,1937.0,2009.0,5,72.0
61031,61031,27251,2435,33084,M,N,N,1936.0,,5,80.0
28318,28318,27251,4140,4139,F,Y,N,1955.0,2002.0,6,47.0
39826,39826,27251,39827,39828,M,N,N,1990.0,,8,26.0
39827,39827,27251,29956,29955,F,N,N,1963.0,,7,53.0
39828,39828,27251,0,0,M,N,N,1962.0,,7,54.0
42403,42403,27251,25312,25316,M,N,N,1981.0,,8,35.0
43143,43143,27251,50967,50968,M,N,N,1982.0,,8,34.0
45020,45020,27251,25232,25233,F,Y,Y,1982.0,2004.0,7,22.0
54343,54343,27251,58027,58026,F,N,N,1966.0,,7,50.0
58673,58673,27251,18802,18801,M,N,N,1967.0,,7,49.0
59349,59349,27251,39827,39828,M,N,N,1987.0,,8,29.0
31968,31968,27251,60738,13582,F,Y,Y,1979.0,1992.0,8,13.0
38236,38236,27251,0,0,F,N,N,1964.0,,6,52.0
39167,39167,27251,49073,49072,M,Y,Y,1971.0,1998.0,7,27.0
64306,64306,27251,13548,13549,M,N,N,1976.0,,7,40.0
66690,66690,27251,5859,5860,M,Y,Y,1959.0,1998.0,8,39.0
5966,5966,27251,10289,10290,F,N,N,1980.0,,7,36.0
8491,8491,27251,18253,18254,F,N,N,1983.0,,7,33.0
14553,14553,27251,39539,13549,F,N,N,1970.0,,7,46.0
15524,15524,27251,17543,17544,M,Y,Y,1991.0,2003.0,7,12.0
43411,43411,27251,39539,13549,F,N,N,1966.0,,7,50.0
2968,2968,27251,32909,32908,M,N,N,1934.0,,6,82.0
14621,14621,27251,32164,56402,M,Y,Y,1965.0,1999.0,7,34.0
17866,17866,27251,5859,5860,M,Y,N,1962.0,1995.0,8,33.0
60900,60900,27251,2909,2908,M,Y,Y,1963.0,1987.0,7,24.0
63452,63452,27251,4140,4139,F,Y,Y,1947.0,1978.0,6,31.0
4544,4544,27251,0,0,M,Y,N,1931.0,1988.0,5,57.0
4843,4843,27251,29726,29729,M,N,N,1991.0,,7,25.0
35794,35794,27251,9542,9543,M,N,N,1961.0,,6,55.0
38846,38846,27251,23027,67449,M,N,N,1973.0,,8,43.0
40634,40634,27251,48454,2240,M,N,N,1991.0,,7,25.0
55918,55918,27251,18253,18254,F,N,N,1994.0,,7,22.0
9449,9449,27251,23027,67449,F,N,N,1966.0,,8,50.0
61649,61649,27251,5287,5288,M,N,N,1953.0,,6,63.0
3236,3236,27251,4140,4139,F,N,N,1962.0,,6,54.0
28238,28238,27251,18253,18254,M,N,N,1989.0,,7,27.0
32821,32821,27251,39539,13549,F,N,N,1978.0,,7,38.0
33052,33052,27251,29726,29729,F,N,N,1995.0,,7,21.0
384,384,27251,39827,39828,F,N,N,1995.0,,8,21.0
4038,4038,27251,4039,4040,F,N,N,1996.0,,8,20.0
4039,4039,27251,20126,20127,F,Y,Y,1974.0,2008.0,7,34.0
4040,4040,27251,0,0,M,N,N,1972.0,,7,44.0
53757,53757,27251,29726,29729,F,Y,Y,1988.0,2011.0,7,23.0
7283,7283,27251,38236,1519,F,N,N,1989.0,,7,27.0
5673,5673,27251,35820,21285,F,N,N,1959.0,,7,57.0
4129,4129,27251,10289,10290,M,N,N,1973.0,,7,43.0
130,130,27251,22245,133,F,N,N,1997.0,,8,19.0
133,133,27251,18833,18834,M,Y,Y,1970.0,2009.0,7,39.0
3400,3400,27251,0,0,F,N,N,1974.0,,7,42.0
53707,53707,27251,4039,4040,M,N,N,1995.0,,8,21.0
65388,65388,27251,53613,32122,M,N,N,1973.0,,7,43.0
1927,1927,27251,5859,5860,F,Y,N,1960.0,1963.0,8,3.0
21285,21285,27251,35966,35965,M,Y,N,1933.0,1962.0,6,29.0
2435,2435,27251,54023,54022,F,Y,N,1910.0,1975.0,4,65.0
10451,10451,27251,32164,56402,M,Y,N,1970.0,1971.0,7,1.0
56523,56523,27251,19420,4544,F,Y,Y,1958.0,1978.0,6,20.0
9568,9568,27251,23027,67449,M,Y,Y,1962.0,1975.0,8,13.0
56068,56068,27251,5287,5288,F,N,N,1943.0,,6,73.0
57720,57720,27251,9542,9543,M,Y,Y,1950.0,2016.0,6,66.0
53891,53891,27251,32909,32908,F,N,N,1951.0,,6,65.0
19420,19420,27251,63218,63213,F,Y,N,1927.0,1999.0,5,72.0
42365,42365,27251,17420,17421,F,N,N,1948.0,,5,68.0
23766,23766,27251,23295,23294,F,N,N,1935.0,,5,81.0
23767,23767,27251,0,0,M,N,N,1931.0,,5,85.0
9563,9563,27251,63218,63213,F,N,N,1937.0,,5,79.0
9562,9562,27251,0,0,M,N,N,1942.0,,5,74.0
63630,63630,27251,5859,5860,F,N,N,1972.0,,8,44.0
10965,10965,27251,39751,6457,F,N,N,1966.0,,6,50.0
47928,47928,27251,26664,26665,M,N,N,1973.0,,8,43.0
51093,51093,27251,61030,61031,F,N,N,1970.0,,6,46.0
53613,53613,27251,0,0,F,N,N,1945.0,,6,71.0
39539,39539,27251,0,0,F,N,N,1946.0,,6,70.0
55985,55985,27251,0,0,F,N,N,1969.0,,7,47.0
65168,65168,27251,32164,56402,M,N,N,1971.0,,7,45.0
25172,25172,27251,49073,49072,F,Y,Y,1971.0,2010.0,7,39.0
19896,19896,27251,49073,49072,F,N,N,1977.0,,7,39.0
26368,26368,27251,32164,56402,M,N,N,1971.0,,7,45.0
52167,52167,27251,39751,6457,F,N,N,1975.0,,6,41.0
16926,16926,27251,39827,56933,F,Y,Y,1978.0,2003.0,8,25.0
39610,39610,27251,10289,10290,M,N,N,1973.0,,7,43.0
8737,8737,27251,13134,31262,F,N,N,1980.0,,8,36.0
11263,11263,27251,39827,0,M,N,N,1975.0,,8,41.0
16545,16545,27251,16546,16547,M,Y,Y,1997.0,2012.0,9,15.0
16546,16546,27251,33796,33797,F,N,N,1965.0,,8,51.0
16547,16547,27251,0,0,M,N,N,1972.0,,8,44.0
25495,25495,27251,4039,4040,F,N,N,1994.0,,8,22.0
3588,3588,27251,18802,18801,M,N,N,1963.0,,7,53.0
52789,52789,27251,53613,32122,M,Y,Y,1963.0,2003.0,7,40.0
26599,26599,27251,0,0,M,N,N,1983.0,,7,33.0
23067,23067,27251,23766,23767,M,Y,Y,1951.0,1997.0,6,46.0
23080,23080,27251,23766,23767,F,N,N,1971.0,,6,45.0
18487,18487,27251,18833,18834,F,N,N,1963.0,,7,53.0
19934,19934,27251,24406,17264,M,Y,Y,1969.0,2005.0,7,36.0
41825,41825,27251,0,0,F,N,N,1962.0,,7,54.0
59768,59768,27251,58027,58026,M,N,N,1962.0,,7,54.0
31272,31272,27251,22350,22352,F,N,N,1967.0,,7,49.0
25711,25711,27251,4140,4139,M,N,N,1946.0,,6,70.0
50595,50595,27251,35820,21285,F,N,N,1972.0,,7,44.0
53265,53265,27251,17420,17421,M,Y,Y,1941.0,1957.0,5,16.0
64561,64561,27251,55985,19934,M,N,N,2003.0,,8,13.0
35820,35820,27251,0,0,F,N,N,1946.0,,6,70.0
17264,17264,27251,0,0,M,N,N,,,6,
58462,58462,27251,4039,4040,F,N,N,2000.0,,8,16.0
17930,17930,27251,65740,65739,F,Y,N,1945.0,1968.0,6,23.0
54528,54528,27251,3400,133,F,N,N,2002.0,,8,14.0
10407,10407,27251,38948,26599,F,N,N,2009.0,,8,7.0
